nome,tamanho_cm,necessidade_agua,necessidade_luz,toxica_para_pets,ideal_interno
Cacto,72.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,43.0,Alta,Sol-pleno,1,0
Samambaia,51.0,Baixa,Meia-sombra,1,1
Ficus,56.0,Alta,Sol-pleno,0,1
Suculenta,61.0,Media,Sol-pleno,0,1
Suculenta,47.0,Media,Sol-pleno,1,0
Espada-de-sao-jorge,48.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,78.0,Baixa,Sol-pleno,1,0
Espada-de-sao-jorge,74.0,Media,Sol-pleno,0,1
Suculenta,60.0,Alta,Sombra,0,1
Cacto,84.0,Alta,Sol-pleno,0,1
Cacto,42.0,Baixa,Sombra,0,1
Ficus,82.0,Media,Sol-pleno,0,1
Cacto,61.0,Baixa,Meia-sombra,0,1
Cacto,115.0,Baixa,Sol-pleno,0,1
Ficus,26.0,Baixa,Meia-sombra,0,1
Samambaia,36.0,Media,Meia-sombra,1,0
Suculenta,58.0,Alta,Meia-sombra,0,1
Cacto,58.0,Media,Meia-sombra,1,1
Espada-de-sao-jorge,89.0,Media,Meia-sombra,0,1
Cacto,37.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,68.0,Media,Meia-sombra,0,1
Suculenta,73.0,Alta,Meia-sombra,1,1
Ficus,64.0,Media,Sombra,0,1
Samambaia,31.0,Baixa,Meia-sombra,1,1
Orquidea,78.0,Media,Sombra,0,1
Suculenta,75.0,Media,,1,1
Samambaia,62.0,Media,Meia-sombra,1,1
Suculenta,54.0,Alta,Sombra,1,0
Espada-de-sao-jorge,55.0,Baixa,Meia-sombra,0,1
Cacto,48.0,Media,Sol-pleno,1,1
Ficus,63.0,Media,Sol-pleno,0,1
Samambaia,51.0,Baixa,Sombra,1,0
Espada-de-sao-jorge,33.0,Media,Meia-sombra,0,1
Orquidea,29.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,35.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,54.0,Baixa,Meia-sombra,1,1
Ficus,49.0,Baixa,Sol-pleno,0,1
Samambaia,54.0,Media,Sol-pleno,0,1
Ficus,60.0,Alta,Sombra,0,1
Ficus,37.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,45.0,Alta,Meia-sombra,0,1
Ficus,41.0,Baixa,Meia-sombra,0,1
Orquidea,60.0,Baixa,Sombra,0,1
Suculenta,13.0,Baixa,Meia-sombra,0,1
Ficus,34.0,Alta,,1,1
Espada-de-sao-jorge,70.0,Media,Sombra,1,1
Espada-de-sao-jorge,,Baixa,,0,1
Suculenta,72.0,Baixa,Sol-pleno,0,0
Orquidea,80.0,Alta,Meia-sombra,0,1
Cacto,43.0,Alta,Sol-pleno,0,1
Orquidea,56.0,Baixa,Meia-sombra,0,1
Cacto,72.0,Baixa,Sombra,1,0
Espada-de-sao-jorge,41.0,Baixa,Sol-pleno,0,1
Ficus,67.0,Alta,Sombra,0,1
Samambaia,37.0,Baixa,Sombra,1,1
Espada-de-sao-jorge,40.0,Baixa,Sombra,0,1
Samambaia,34.0,Media,Sol-pleno,0,1
Samambaia,57.0,Media,Sol-pleno,0,1
Orquidea,73.0,Media,,0,1
Samambaia,46.0,Alta,Meia-sombra,1,1
Suculenta,25.0,Baixa,Meia-sombra,1,1
Samambaia,28.0,Media,Sombra,0,1
Samambaia,58.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,87.0,Baixa,Sol-pleno,0,1
Samambaia,58.0,Alta,,0,1
Ficus,42.0,Media,Meia-sombra,0,1
Orquidea,65.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,45.0,Alta,Meia-sombra,0,1
Ficus,42.0,Baixa,Meia-sombra,1,1
Orquidea,31.0,Alta,Meia-sombra,1,1
Suculenta,78.0,Alta,Meia-sombra,0,1
Orquidea,5.0,Baixa,Meia-sombra,0,1
Ficus,66.0,Alta,Sombra,0,1
Espada-de-sao-jorge,41.0,Alta,,0,0
Suculenta,42.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,84.0,Media,Sombra,0,1
Cacto,36.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,36.0,Baixa,Meia-sombra,0,1
Suculenta,47.0,Baixa,Meia-sombra,0,1
Ficus,58.0,Media,Sol-pleno,0,0
Espada-de-sao-jorge,41.0,Alta,Meia-sombra,0,1
Orquidea,19.0,Media,Meia-sombra,0,1
Samambaia,33.0,Baixa,Sombra,0,1
Suculenta,76.0,Media,Sol-pleno,1,1
Cacto,51.0,Baixa,Sombra,1,1
Suculenta,59.0,Alta,Meia-sombra,1,1
Espada-de-sao-jorge,45.0,Media,Sombra,0,1
Espada-de-sao-jorge,37.0,Media,Sol-pleno,0,1
Samambaia,84.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,46.0,Alta,Sombra,0,1
Cacto,41.0,Alta,Sombra,0,1
Orquidea,72.0,Media,Sol-pleno,1,0
Orquidea,36.0,Media,Meia-sombra,0,1
Cacto,38.0,Baixa,Sombra,0,1
Cacto,50.0,Media,Sol-pleno,0,1
Cacto,50.0,Media,Sombra,0,1
Espada-de-sao-jorge,55.0,Media,Meia-sombra,0,1
Cacto,92.0,Alta,,0,1
Samambaia,57.0,Alta,Sombra,0,1
Cacto,5.0,Media,Sombra,0,1
Samambaia,57.0,Media,Sombra,1,1
Cacto,51.0,Baixa,Sol-pleno,0,1
Ficus,51.0,Media,Meia-sombra,0,1
Ficus,55.0,Alta,Sol-pleno,0,1
Orquidea,49.0,Alta,Sombra,1,0
Ficus,49.0,Alta,Sol-pleno,0,1
Suculenta,62.0,Media,Sombra,0,1
Orquidea,39.0,Alta,Sombra,0,1
Orquidea,31.0,Alta,Sombra,0,1
Cacto,110.0,Media,Sol-pleno,0,0
Samambaia,36.0,Baixa,Sol-pleno,0,1
Espada-de-sao-jorge,52.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,20.0,Alta,Sol-pleno,1,1
Suculenta,52.0,Media,Sombra,0,1
Ficus,31.0,Alta,Sol-pleno,0,1
Ficus,41.0,Alta,Meia-sombra,0,1
Samambaia,71.0,Baixa,Meia-sombra,0,1
Ficus,59.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,61.0,Media,Meia-sombra,0,1
Samambaia,15.0,Alta,Sombra,0,1
Samambaia,87.0,Media,Sombra,1,1
Espada-de-sao-jorge,26.0,Media,Meia-sombra,0,1
Orquidea,,Baixa,Meia-sombra,1,1
Samambaia,70.0,Baixa,Sol-pleno,1,0
Cacto,62.0,Media,Meia-sombra,0,1
Suculenta,33.0,Media,Sombra,0,1
Suculenta,53.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,41.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,,Media,Sol-pleno,0,1
Espada-de-sao-jorge,45.0,Baixa,Meia-sombra,0,1
Ficus,9.0,Baixa,Meia-sombra,0,1
Samambaia,72.0,Media,Sol-pleno,1,1
Suculenta,48.0,Media,Meia-sombra,0,1
Ficus,40.0,Media,Sol-pleno,0,1
Cacto,39.0,Alta,Sol-pleno,0,1
Ficus,57.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,32.0,Media,Sol-pleno,1,1
Ficus,5.0,Alta,Meia-sombra,1,1
Ficus,58.0,Baixa,Sombra,0,1
Samambaia,60.0,Alta,,0,1
Ficus,46.0,Media,Sombra,1,1
Suculenta,27.0,Alta,Meia-sombra,0,1
Cacto,52.0,Alta,Sol-pleno,0,1
Espada-de-sao-jorge,21.0,Alta,Meia-sombra,0,1
Samambaia,29.0,Alta,Sombra,0,1
Suculenta,35.0,Baixa,Sombra,1,1
Suculenta,,Baixa,Sol-pleno,0,0
Suculenta,43.0,Media,Sol-pleno,0,1
Orquidea,41.0,Media,Meia-sombra,1,1
Samambaia,89.0,Baixa,Sol-pleno,0,0
Suculenta,57.0,Alta,Sol-pleno,1,0
Orquidea,57.0,Baixa,Meia-sombra,0,1
Espada-de-sao-jorge,43.0,Alta,Sombra,0,1
Suculenta,38.0,Baixa,,0,1
Suculenta,6.0,Media,Meia-sombra,0,1
Espada-de-sao-jorge,69.0,Alta,Sol-pleno,0,0
Suculenta,59.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,46.0,Alta,Meia-sombra,1,0
Ficus,47.0,Alta,Meia-sombra,1,1
Cacto,65.0,Alta,Sombra,0,1
Ficus,19.0,Media,,0,1
Ficus,38.0,Alta,Sombra,0,1
Cacto,,Media,Meia-sombra,0,1
Samambaia,85.0,Alta,Meia-sombra,0,1
Cacto,68.0,Alta,Sombra,1,1
Cacto,,Baixa,Meia-sombra,1,1
Suculenta,20.0,Media,Sol-pleno,0,0
Espada-de-sao-jorge,47.0,Alta,Sombra,1,1
Espada-de-sao-jorge,,Baixa,Sombra,0,1
Cacto,24.0,Alta,Sombra,0,1
Samambaia,89.0,Baixa,Sombra,0,0
Orquidea,56.0,Alta,Sombra,0,1
Ficus,59.0,Alta,Meia-sombra,0,1
Suculenta,36.0,Baixa,Sol-pleno,1,0
Cacto,64.0,Alta,Sol-pleno,0,1
Samambaia,42.0,Baixa,Sol-pleno,0,1
Suculenta,44.0,Media,Sol-pleno,0,1
Samambaia,62.0,Alta,Meia-sombra,1,1
Samambaia,17.0,Baixa,Sol-pleno,0,1
Suculenta,82.0,Baixa,Sombra,1,1
Samambaia,54.0,Media,Sol-pleno,1,0
Orquidea,76.0,Media,Sombra,0,1
Ficus,28.0,Baixa,Sol-pleno,0,1
Cacto,32.0,Media,Sombra,0,1
Orquidea,27.0,Baixa,,1,1
Samambaia,55.0,Baixa,Meia-sombra,0,1
Orquidea,51.0,Baixa,Sol-pleno,0,1
Orquidea,41.0,Baixa,Sombra,0,1
Espada-de-sao-jorge,30.0,Alta,Sombra,0,1
Samambaia,25.0,Alta,Meia-sombra,1,0
Orquidea,49.0,Media,,1,0
Espada-de-sao-jorge,41.0,Alta,Sol-pleno,0,1
Orquidea,36.0,Media,Meia-sombra,0,1
Samambaia,81.0,Alta,Meia-sombra,0,0
Orquidea,48.0,Baixa,Meia-sombra,1,0
Ficus,75.0,Baixa,Sol-pleno,0,1
Suculenta,,Alta,Sombra,1,1
Cacto,55.0,Baixa,Sombra,0,1
Suculenta,49.0,Alta,,0,1
Suculenta,16.0,Media,Sombra,1,1
Ficus,79.0,Media,Meia-sombra,0,1
Suculenta,47.0,Media,Sol-pleno,0,1
Espada-de-sao-jorge,65.0,Alta,,0,1
Cacto,35.0,Baixa,Meia-sombra,0,1
Samambaia,47.0,Alta,Sombra,1,0
Espada-de-sao-jorge,33.0,Alta,Meia-sombra,1,1
Ficus,75.0,Alta,Sombra,1,0
Cacto,56.0,Alta,Sol-pleno,0,1
Suculenta,57.0,Alta,Meia-sombra,0,1
Cacto,77.0,Media,Meia-sombra,1,1
Espada-de-sao-jorge,73.0,Media,Sol-pleno,0,1
Cacto,65.0,Media,Sombra,1,1
Espada-de-sao-jorge,22.0,Alta,Meia-sombra,0,1
Ficus,36.0,Media,Meia-sombra,0,1
Orquidea,30.0,Media,Sombra,0,1
Suculenta,65.0,Baixa,Sombra,0,1
Samambaia,53.0,Baixa,Sombra,0,1
Samambaia,22.0,Baixa,Sombra,0,1
Orquidea,46.0,Media,Sol-pleno,1,1
Suculenta,20.0,Media,Sombra,0,1
Suculenta,49.0,Alta,Sombra,0,1
Ficus,17.0,Media,Sol-pleno,0,1
Suculenta,61.0,Baixa,Meia-sombra,1,1
Espada-de-sao-jorge,58.0,Media,Sol-pleno,0,1
Ficus,88.0,Baixa,,1,0
Cacto,67.0,Alta,Sombra,1,0
Cacto,42.0,Alta,Meia-sombra,0,1
Espada-de-sao-jorge,66.0,Baixa,,0,1
Samambaia,22.0,Baixa,Meia-sombra,1,1
Cacto,31.0,Baixa,,0,1
Orquidea,,Media,Sol-pleno,1,1
Ficus,7.0,Baixa,,0,1
Orquidea,49.0,Alta,Sombra,0,1
Orquidea,30.0,Baixa,Sombra,0,1
Orquidea,52.0,Media,Meia-sombra,0,1
Suculenta,28.0,Media,Sombra,1,1
Orquidea,58.0,Baixa,Meia-sombra,0,1
Orquidea,50.0,Alta,Sol-pleno,1,1
Espada-de-sao-jorge,78.0,Baixa,Sombra,0,1
Cacto,50.0,Alta,Sol-pleno,1,1
Cacto,35.0,Alta,Sol-pleno,1,0
Suculenta,45.0,Media,Sol-pleno,0,1
Samambaia,23.0,Alta,Sombra,0,0
Espada-de-sao-jorge,58.0,Media,Sombra,1,1
Orquidea,62.0,Baixa,Sombra,1,1
Suculenta,99.0,Baixa,Sombra,0,1
Samambaia,38.0,Alta,Sombra,0,1
Cacto,45.0,Media,Meia-sombra,1,1
Cacto,38.0,Alta,Sombra,0,1
Suculenta,54.0,Baixa,Sombra,0,1
